gender_exclusive,gender_inclusive,difficulty,origin
Los voluntarios colaboran en la organización de eventos.,El equipo de voluntariado colabora en la organización de eventos.,plural_complejo,GPT-3.5_fewshot
el autor de esta novela es Jane Austen,la autoría de esta novela es Jane Austen,dificultades_variadas,neutral_es
Los alcohólicos sufren problemas de salud.,Las personas con problemas de alcoholismo sufren problemas de salud.,terminologia,GPT-3.5_fewshot
abogamos por la abolición de la prostitución,abogamos por la abolición de la prostitución,no_cambia,neutral_es
"No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización del interesado bajo ningún concepto","No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada bajo ningún concepto",dificultades_variadas,neutral_es
Los empleados completaron el informe financiero antes del plazo establecido.,Se completó el informe financiero antes del plazo establecido.,omision,GPT-3.5_fewshot
Participaron unos ciento cincuenta asistentes,Participaron ciento cincuenta asistentes,dificultades_variadas,neutral_es
También requiere que las políticas se formulen con el colaborador de los líderes indígenas,También requiere que las políticas se formulen en colaboración con los líderes indígenas,dificultades_variadas,neutral_es
"Amaia y Nerea son vascas, mientras que Jose y Luis son extremeños","Amaia y Nerea son vascas, mientras que Jose y Luis son extremeños",nombres_propios,human
Las empleadas de hogar realizan múltiples tareas domésticas.,El servicio doméstico realiza múltiples tareas del hogar.,plurales,GPT-3.5_CaDi
"los organizadores de los programas tenían en cuenta que, para ser efectivos , era necesario acompañar la participación","la organización de los programas tenía en cuenta que, para ser efectivos , era necesario acompañar la participación",dificultades_variadas,neutral_es
Los titulados tienen una formación académica sólida.,Las personas tituladas tienen una formación académica sólida.,plurales,GPT-3.5_CaDi
La infraestructura deficiente es común en los países tercermundistas.,La infraestructura deficiente es común en los países empobrecidos.,terminologia,GPT-3.5_fewshot
Para ser catedrático se re quiere mucho esfuerzo,Para obtener una cátedra se requiere mucho esfuerzo,dificultades_variadas,neutral_es
Debe ponerse en conocimiento del familiar o la persona que lo solicite,Debe ponerse en conocimiento de la persona o familiar que lo solicite,parafrasis,guía_CCGG
Los alumnos están entusiasmados por el próximo viaje escolar.,El alumnado está entusiasmado por el próximo viaje escolar.,plurales,GPT-3.5_fewshot
Espero que los nuevos empleados no estén registrados en el sistema.,Espero que la nueva plantilla de empleados no aparezcan en el registro .,parafrasis,GPT-3.5_fs_multiplication
La normativa se dirige al voluntariado y les explicaba sus nuevas responsabilidades,La normativa se dirige al voluntariado y les explicaba sus nuevas responsabilidades,no_cambia,neutral_es
Los legisladores revisaron el código penal,La legislación revisó el código penal,plural_neutro,GPT-3.5_fewshot
Durante la temporada alta la amiga de Marta era una fantástica consultor,Durante la temporada alta la amiga de Marta era una fantástica consultora,feminizar_profesiones,human_combinatory
Las páginas web podrán publicar haciendo constar siempre la procedencia y el autor de los ensayos filosóficos,Las páginas web podrán publicar haciendo constar siempre la procedencia y la autoría de los ensayos filosóficos,dificultades_variadas,neutral_es
No lo dudes hazte socio y forma parte de nuestro proyecto,No lo dudes asóciate y forma parte de nuestro proyecto,dificultades_variadas,neutral_es
El promotor está promocionando un nuevo proyecto residencial.,El equipo promotor está promocionando un nuevo proyecto residencial.,plural_complejo,GPT-3.5_fs_multiplication
El personal que no esté asignado a este proyecto debe abstenerse de participar,El personal que no se asigne a este proyecto debe abstenerse de participar,parafrasis,GPT-3.5_fewshot
Se pide a los clientes que mantengan limpio el área de comedor después de usarla.,Se pide mantener limpio el área de comedor después de usarla.,omision,GPT-3.5_fewshot
Se recuerda a los espectadores que apaguen sus teléfonos celulares durante la función.,Se recuerda apagar los teléfonos celulares durante la función.,omision,GPT-3.5_fewshot
mi novio es un gran ingeniero civil,mi novio es un gran ingeniero civil,feminizar_profesiones,human_combinatory
Las profesoras Mariana y Jimena impartirán la asignatura de Lengua Castellana.,Las profesoras Mariana y Jimena impartirán la asignatura de Lengua Castellana.,no_cambia,neutral_es
Los expositores presentaron sus obras en la galería de arte.,Las personas que exponen presentaron sus obras en la galería de arte.,plurales,GPT-3.5_CaDi
Hubo anuncios de cambios en la dirección por parte del presidente de la compañía.,Hubo anuncios de cambios en la dirección por parte de la presidencia de la compañía.,plural_neutro,GPT-3.5_fs_multiplication
Los representantes de los trabajadores exigieron un aumento salarial.,El grupo de representantes de la plantilla exigió un aumento salarial.,plural_complejo,GPT-3.5_fs_multiplication
En el concurso podrán ser candidatos todos los miembros del equipo de desarrollo.,En el concurso podrán presentar su candidatura todos los miembros del equipo de desarrollo.,parafrasis,GPT-3.5_fewshot
Después de graduarse  la novia de mi mujer solía trabajar de consultor aunque desde hace poco es administradora,Después de graduarse  la novia de mi mujer solía trabajar de consultora aunque desde hace poco es administradora,feminizar_profesiones,human_combinatory
Los jóvenes exploraron oportunidades de educación superior,La juventud exploró oportunidades de educación superior,plural_neutro,GPT-3.5_fewshot
Los criminales deben ser llevados ante la justicia por sus acciones.,Quienes cometen actos delictivos deben ser llevadas ante la justicia por sus acciones.,terminologia,GPT-3.5_fs_multiplication
Los estudiantes demostraron su talento en el concurso de ciencias.,El estudiantado demostró su talento en el concurso de ciencias.,plural_neutro,GPT-3.5_fs_multiplication
Unos dos mil empleados fueron afectados por la reducción de personal.,Aproximadamente dos mil empleados fueron afectados por la reducción de personal.,parafrasis,GPT-3.5_fewshot
Se contó con la presencia de unos quinientos asistentes,Se contó con la presencia de al rededor de quinientos asistentes,dificultades_variadas,neutral_es
Las expertas afirman que el cambio climático está aquí,Especialistas afirman que el cambio climático está aquí,dificultades_variadas,neutral_es
Los despachadores coordinan la distribución de los productos.,El personal despachador coordina la distribución de los productos.,plurales,GPT-3.5_CaDi
La coordinadora aseguró que todo estuviera listo para el día del evento.,La coordinación aseguró que todo estuviera listo para el día del evento.,plural_neutro,GPT-3.5_fewshot
Podrán trabajar los cantantes que se presenten,Podrá trabajar cualquier cantante que se presente,parafrasis,GPT-3.5_fs_multiplication
Las secretarias organizan eficientemente el flujo de trabajo en la oficina.,La secretaría organiza eficientemente el flujo de trabajo en la oficina.,plural_complejo,GPT-3.5_fs_multiplication
Los jefes establecieron las políticas de la compañía,La jefatura estableció las políticas de la compañía,plural_neutro,GPT-3.5_fewshot
Va dirigido a los alumnos de último semestre,Va dirigido a estudiantes de último semestre,dificultades_variadas,neutral_es
La arquitectura murciana refleja la historia y la identidad de los murcianos.,La arquitectura murciana refleja la historia y la identidad del pueblo murciano.,culturas,GPT-3.5_fewshot
Los profesores Alejandro y Manuel impartirán el temario de Dibujo Técnico.,Los profesores Alejandro y Manuel impartirán el temario de Dibujo Técnico.,no_cambia,neutral_es
Bienvenidos a clase,Os doy la bienvenida,omision,guia_CHRYSALLIS
Tenemos que respetar los materiales de los otros,Tenemos que respetar los materiales ajenos,dificultades_variadas,neutral_es
Los escritores redactan historias cautivadoras.,El equipo de redacción redacta historias cautivadoras.,plural_complejo,GPT-3.5_fewshot
Aún no se ha recopilado información suficiente del motivo por el cual algunos tienen reacciones,Aún no se ha recopilado información suficiente del motivo por el cual ciertas personas tienen reacciones,dificultades_variadas,neutral_es
Estamos enfocados en brindar soluciones innovadoras a nuestros clientes.,Tenemos el foco puesto en brindar soluciones innovadoras a nuestros clientes.,otros,GPT-3.5_fewshot
Los cirqueros realizan acrobacias en el circo.,Las personas propietarias de un circo realizan acrobacias en el espectáculo.,plurales,GPT-3.5_CaDi
Todos tenemos derecho a un sistema de justicia.,Todas las personas tenemos derecho a un sistema de justicia.,persona_generica,guia_CHRYSALLIS
Si los empleados trabajamos eficazmente reduciremos los plazos,Trabajando eficazmente se reducirán los plazos,omision,guía_CCGG
Los delegados discutieron los puntos del orden del día en la reunión.,Delegadas y delegados discutieron los puntos del orden del día en la reunión.,plurales,GPT-3.5_CaDi
Los profesionales deben mantenerse actualizados en su campo.,Cada profesional debe mantenerse actualizado o actualizada en su campo.,parafrasis,GPT-3.5_fs_multiplication
Los participantes deben completar el formulario de inscripción.,Quienes deseen participar deben completar el formulario de inscripción.,plural_complejo,GPT-3.5_fs_multiplication
El cambio de sexo puede implicar terapia hormonal y cirugía de reasignación genital.,La transición puede implicar terapia hormonal y cirugía de reasignación genital.,terminologia,GPT-3.5_fewshot
Cuando son niñas necesitan más cuidados,En su niñez necesitan más cuidados,dificultades_variadas,neutral_es
Debe figurar el nombre del ocupante la plaza,Debe figurar el nombre de quien ocupa la plaza,dificultades_variadas,neutral_es
Los bailarines interpretan coreografías con gracia y habilidad.,El cuerpo de baile interpreta coreografías con gracia y habilidad.,plurales,GPT-3.5_CaDi
Cada uno de los integrantes deberá solicitar el material requerido,Cada integrante deberá solicitar el material requerido,dificultades_variadas,neutral_es
Los científicos están explorando las profundidades del espacio en busca de vida extraterrestre.,La comunidad científica está explorando las profundidades del espacio en busca de vida extraterrestre.,plurales,GPT-3.5_CaDi
Todo estudiante tendrá derecho a revisar su examen,Cada estudiante tendrá derecho a revisar su examen,dificultades_variadas,neutral_es
El equipo fue motivado por los jefes para alcanzar sus metas.,El equipo fue motivado por la jefatura para alcanzar sus metas.,plural_neutro,GPT-3.5_fs_multiplication
El número de los formadores admitidos ha excedido los números anteriores,El número de docentes admitidos y admitidas ha excedido los números anteriores,dificultades_variadas,neutral_es
Los socorristas salvaron vidas en situaciones de emergencia.,El personal de socorrismo salvó vidas en situaciones de emergencia.,plurales,GPT-3.5_CaDi
"los que presenten la gala , tendrán acceso a un cóctel previo","quienes presenten la gala , tendrán acceso a un cóctel previo",dificultades_variadas,neutral_es
"En la oficina, los archivos fueron organizados por las secretarias.","En la oficina, los archivos fueron organizados por la secretaría.",plural_neutro,GPT-3.5_fs_multiplication
La mayoría de los empleados buscan oportunidades de crecimiento.,La mayoría del personal busca oportunidades de crecimiento.,plural_complejo,GPT-3.5_fewshot
contacta con nosotros en caso de emergencia,ponte en contacto en caso de emergencia,dificultades_variadas,neutral_es
No lo dudes hazte socio y forma parte de nuestro reto,No lo dudes asóciate y forma parte de nuestro reto,dificultades_variadas,neutral_es
Los médicos atienden a los pacientes.,Loas y los médicos atienden a los pacientes.,plural_complejo,GPT-3.5_fewshot
Todos los estudiantes deben entregar sus proyectos antes de la fecha límite.,Cualquier persona estudiante debe entregar su proyecto antes de la fecha límite.,persona_generica,GPT-3.5_fewshot
Los veterinarios atendieron a los animales heridos en el incendio.,Los veterinarios y veterinarias atendieron a los animales heridos en el incendio.,plural_complejo,GPT-3.5_fs_multiplication
Hazte suscriptora del boletín universitario,Suscríbete al boletín universitario,dificultades_variadas,neutral_es
Los estadounidenses son innovadores en tecnología.,La población estadounidense es innovadora en tecnología.,culturas,GPT-3.5_fewshot
Los formadores Adolfo y Germán impartirán el temario de Lengua Castellana.,Los formadores Adolfo y Germán impartirán el temario de Lengua Castellana.,no_cambia,neutral_es
Participaron unos quinientos asistentes,Participaron quinientos asistentes,dificultades_variadas,neutral_es
"El 90% votó a favor , los otros se abstuvieron","El 90% votó a favor , el resto se abstuvo",dificultades_variadas,neutral_es
los jóvenes,"Las redes sociales más populares están diseñadas generalmente para jóvenes, por lo que no toman en cuenta las necesidades y limitaciones de la persona adulta mayor.",otros,guia_IEM
Desde el amanecer el tío de Rafael trabaja de arquitecto,Desde el amanecer el tío de Rafael trabaja de arquitecto,feminizar_profesiones,human_combinatory
Los finalistas se preparan para la competencia deportiva.,El conjunto de finalistas se prepara para la competencia deportiva.,plurales,GPT-3.5_CaDi
Los guionistas escribieron el guión para la próxima película.,Las y los guionistas escribieron el guión para la próxima película.,plurales,GPT-3.5_CaDi
Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Míriam y Elena serán las responsables de coordinar el departamento de Educación Física.,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Míriam y Elena serán las responsables de coordinar el departamento de Educación Física.,no_cambia,neutral_es
Los actores están ensayando para la próxima obra de teatro.,Las actrices y actores están ensayando para la próxima obra de teatro.,plural_complejo,GPT-3.5_fs_multiplication
"No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada bajo ningún concepto","No obstante , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada bajo ningún concepto",no_cambia,neutral_es
Los proveedores suministraron los materiales necesarios para la construcción.,Quienes proveen suministraron los materiales necesarios para la construcción.,plurales,GPT-3.5_CaDi
Los terapeutas ayudaron a sus pacientes a superar sus problemas emocionales.,Las personas terapeutas ayudaron a sus pacientes a superar sus problemas emocionales.,plurales,GPT-3.5_CaDi
Todos los alumnos deben entregar sus tareas antes del viernes.,Todas y todos los alumnos deben entregar sus tareas antes del viernes.,plurales,GPT-3.5_CaDi
Se debe escuchar la opinión de los usuarios de la aplicación,Se debe escuchar la opinión de quienes usan la aplicación,dificultades_variadas,neutral_es
Los albaceas cumplen con la voluntad del testador tras su fallecimiento.,Las y los albaceas cumplen con la voluntad del testador tras su fallecimiento.,plurales,GPT-3.5_CaDi
Los auxiliares asisten en diversas actividades.,El personal auxiliar asiste en diversas actividades.,plurales,GPT-3.5_CaDi
Esta decisión afecta a las ciudadanas cántabras,Esta decisión afecta a la población cántabra,dificultades_variadas,neutral_es
El vicedirector González asumió temporalmente las responsabilidades del director.,El vicedirector González asumió temporalmente las responsabilidades del director.,nombres_propios,GPT-3.5_fewshot
Habitualmente los partidos funcionan únicamente como vehículo para que alguna pueda hacerse con el control o mantenerlo,Habitualmente los partidos funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control o mantenerlo,dificultades_variadas,neutral_es
Los profesores Hugo y Mateo impartirán la asignatura de Ciencias de la Tierra.,Los profesores Hugo y Mateo impartirán la asignatura de Ciencias de la Tierra.,no_cambia,neutral_es
Los niños estudian en la escuela,Las niñas y los niños estudian en la escuela,plural_neutro,GPT-3.5_fewshot
Los taumaturgos sorprendieron al público con sus habilidades mágicas.,La taumaturgia sorprendió al público con sus habilidades mágicas.,plurales,GPT-3.5_CaDi
"Estos proyectos se desarrollan en todo el espectro de interacciones entre los funcionarios y el público , ya sea en el gobierno , salud entre otros","Estos proyectos se desarrollan en todo el espectro de interacciones entre el funcionariado y el público , ya sea en el gobierno , salud entre otros",dificultades_variadas,neutral_es
Los periódicos podrán reenviar la información sin olvidar nunca la procedencia y el autor de los artículos periodísticos,Los periódicos podrán reenviar la información sin olvidar nunca la procedencia y la autoría de los artículos periodísticos,dificultades_variadas,neutral_es
"Desde la primera vez que pisó una obra,  mi novia era una fantástica investigador sin embargo desde el mes pasado trabaja de consultor","Desde la primera vez que pisó una obra,  mi novia era una fantástica investigadora sin embargo desde el mes pasado trabaja de consultora",feminizar_profesiones,human_combinatory
Los profesionales de recursos humanos están realizando entrevistas de trabajo para nuevas contrataciones.,Profesionales de recursos humanos están realizando entrevistas de trabajo para nuevas contrataciones.,omision,GPT-3.5_fewshot
Los gobernadores implementaron políticas para el desarrollo económico.,Gobernadoras y gobernadores implementaron políticas para el desarrollo económico.,plurales,GPT-3.5_CaDi
"Desde la primera vez que pisó una obra,  la hermana de Carolina era cajero","Desde la primera vez que pisó una obra,  la hermana de Carolina era cajera",feminizar_profesiones,human_combinatory
Los andaluces realizaron 73 millones de viajes de un día dentro de la región que generaron 1.789 millones de euros en 2009,El pueblo andaluz realizó 73 millones de viajes de un día dentro de la región que generaron 1.789 millones de euros en 2009,dificultades_variadas,neutral_es
Las delegadas Aisha Mahmoud y Mónica Ali visitaron varias instituciones,Las delegadas Aisha Mahmoud y Mónica Ali visitaron varias instituciones,nombres_propios,GPT-3.5_fewshot
La gastronomía y los sabores de las peruanas son reconocidos como algunos de los mejores del mundo,La gastronomía y los sabores peruanos son reconocidos como algunos de los mejores del mundo,culturas,GPT-3.5_fewshot
Los hombres de negocio están buscando socios comerciales en el extranjero.,Las mujeres y hombres de negocios están buscando socios comerciales en el extranjero.,plural_complejo,GPT-3.5_fs_multiplication
Los formadores Fernando y Javier impartirán el temario de Dibujo Técnico.,Los formadores Fernando y Javier impartirán el temario de Dibujo Técnico.,no_cambia,neutral_es
Los profesores Alejandro y Manuel impartirán el temario de Ciencias de la Tierra.,Los profesores Alejandro y Manuel impartirán el temario de Ciencias de la Tierra.,no_cambia,neutral_es
muchas jóvenes salen de fiesta asiduamente,un buen número de jóvenes salen de fiesta asiduamente,dificultades_variadas,neutral_es
Los técnicos administrativos gestionaron el flujo de información.,El personal del cuerpo técnico-administrativo gestionó el flujo de información.,plurales,GPT-3.5_fs_multiplication
El tratamiento médico de los hermafroditas ha sido controvertido.,El tratamiento médico de las personas intersexuales ha sido controvertido.,terminologia,GPT-3.5_fewshot
Tenemos que respetar las creencias de los otros,Tenemos que respetar las creencias ajenas,dificultades_variadas,neutral_es
Los organizadores del evento están preparando los detalles finales.,La organización del evento está preparando los detalles finales.,plural_neutro,GPT-3.5_fs_multiplication
"Anímate, hazte socio y colabora con nuestro reto","Anímate, asóciate y colabora con nuestro reto",dificultades_variadas,neutral_es
Para solicitar la ayuda una puede acceder a la documentación de la web,Para solicitar la ayuda se puede acceder a la documentación de la web,dificultades_variadas,neutral_es
Uno dijo...,Alguien dijo...,persona_generica,guia_CHRYSALLIS
Llegarán a la final distintos activistas de la ciudad,Llegarán a la final activistas diferentes de la ciudad,parafrasis,GPT-3.5_fs_multiplication
Los desarrolladores crean nuevas aplicaciones para dispositivos móviles.,El equipo desarrollador crea nuevas aplicaciones para dispositivos móviles.,plurales,GPT-3.5_CaDi
Los payasos hicieron reír a los niños en la fiesta de cumpleaños.,Payasas y payasos hicieron reír a los niños en la fiesta de cumpleaños.,plurales,GPT-3.5_CaDi
Mientras esté ingresado no debe tomar agua que no le sea suministrada por los expertos en su cirugía,Mientras esté ingresado no debe tomar agua que no le sea suministrada por el personal especializado en su cirugía,dificultades_variadas,neutral_es
Los gestores coordinaron el proyecto de manera eficiente.,La gestora coordinó el proyecto de manera eficiente.,plurales,GPT-3.5_CaDi
Los milicianos se entrenaron para defender la patria en caso de emergencia.,La milicia se entrenó para defender la patria en caso de emergencia.,plurales,GPT-3.5_CaDi
Para avanzar en esta materia es preciso formar tanto a los funcionarios como a los formadores en un programa coherente de información y principios compartidos.,Para avanzar en esta materia es preciso formar tanto al personal funcionario como al equipo educativo en un programa coherente de información y principios compartidos.,dificultades_variadas,neutral_es
Fomentar la participación de los alumnos en el juego y también el diálogo entre los alumnos,Fomentar la participación del estudiantado en el juego y también el diálogo entre el estudiantado,dificultades_variadas,neutral_es
"Según muchos especialistas, la robótica tendrá un impacto significativo en la industria.","Según gran cantidad de especialistas, la robótica tendrá un impacto significativo en la industria.",parafrasis,GPT-3.5_fs_multiplication
Los industriales impulsaron la economía del país con nuevas inversiones.,Las y los industriales impulsaron la economía del país con nuevas inversiones.,plurales,GPT-3.5_CaDi
Los publicistas crearon campañas publicitarias creativas y efectivas.,El personal de publicidad creó campañas publicitarias creativas y efectivas.,plurales,GPT-3.5_CaDi
"Cuyo uso hubiera sido cedido a parientes , incluyendo afines","Cuyo uso hubiera sido cedido a parientes , incluyendo afines",nombres_propios,neutral_es
Mis primos Marta y Miguel son de galicia,Mis primos Marta y Miguel son de galicia,nombres_propios,human
Otro campo de actuación importante han sido los hospitales privados donde se trabaja con las enfermeras codo con codo,Otro campo de actuación importante han sido los hospitales privados donde se trabaja con el personal sanitario codo con codo,dificultades_variadas,neutral_es
Los directores estuvieron supervisando la implementación del proyecto.,La dirección estuvo supervisando la implementación del proyecto.,plural_neutro,GPT-3.5_fs_multiplication
Los profesores Martín y Lucas impartirán el temario de Dibujo Técnico.,Los profesores Martín y Lucas impartirán el temario de Dibujo Técnico.,no_cambia,neutral_es
Los cuidadores brindaron atención personalizada a los ancianos.,Los cuidadores y cuidadoras brindaron atención personalizada a los ancianos.,plural_complejo,GPT-3.5_fs_multiplication
Aprecio que seáis vosotros quienes a veces me lea algo,Aprecio que alguien a veces me lea algo,dificultades_variadas,neutral_es
La mayoría de los médicos tienen experiencia.,La mayoría del personal médico tiene experiencia.,plural_complejo,GPT-3.5_fewshot
los científicos discuten sobre los efectos del cambio climático,la comunidad científica discute sobre los efectos del cambio climático,dificultades_variadas,neutral_es
Las lesbianas tienen relaciones románticas con otras mujeres.,Las mujeres lesbianas tienen relaciones románticas con otras mujeres.,terminologia,GPT-3.5_fewshot
Los soldados defendieron valientemente su país en el campo de batalla.,La tropa defendió valientemente su país en el campo de batalla.,plurales,GPT-3.5_CaDi
Llegarán a la final distintos cantantes de la provincia,Llegarán a la final cantantes diferentes de la provincia,parafrasis,GPT-3.5_fs_multiplication
El tiempo que esté aquí no debe tomar agua que no le sea suministrada por los expertos en este caso,El tiempo que esté aquí no debe tomar agua que no le sea suministrada por el personal especializado en este caso,dificultades_variadas,neutral_es
Los interesados en Tayikistán y China pueden leerlo en sus idiomas locales,Las personas interesadas en Tayikistán y China pueden leerlo en sus idiomas locales,dificultades_variadas,neutral_es
el autor de esta novela es William Shakespeare,el autor de esta novela es William Shakespeare,no_cambia,neutral_es
la novia de Javier es una diseñador gráfico buenísima y realiza actividades de observación de aves y vida silvestre.,la novia de Javier es una diseñadora gráfica buenísima y realiza actividades de observación de aves y vida silvestre.,feminizar_profesiones,human_combinatory
Cada cliente debe completar el formulario de registro antes de utilizar el servicio.,Cada usuario debe completar el formulario de registro antes de utilizar el servicio.,persona_generica,GPT-3.5_fewshot
Para avanzar en esta materia es preciso formar tanto al personal funcionario como al personal docente en un programa coherente de información y principios compartidos.,Para avanzar en esta materia es preciso formar tanto al personal funcionario como al personal docente en un programa coherente de información y principios compartidos.,no_cambia,neutral_es
Elena era una actor buenísima y participa en grupos de debate y discusión sobre temas de actualidad.,Elena era una actriz buenísima y participa en grupos de debate y discusión sobre temas de actualidad.,feminizar_profesiones,human_combinatory
La autora de este texto es Virginia Wolf,la autora de este texto es Virginia Wolf,dificultades_variadas,neutral_es
La plataforma virtual favorece la interacción entre los profesores y las alumnas,La plataforma virtual favorece la interacción entre el profesorado y el alumnado,dificultades_variadas,neutral_es
Estos servicios permitirán que los administrativos trabaje con más celeridad y realice sus actividades de manera más óptima,Estos servicios permitirán que el personal administrativo trabaje con más celeridad y realice sus actividades de manera más óptima,dificultades_variadas,neutral_es
Los muchachos jugaron fútbol en el campo de deportes.,La muchachada jugó fútbol en el campo de deportes.,plurales,GPT-3.5_CaDi
La ministra Pérez coordinó la entrega de ayudas sociales.,La ministra Pérez coordinó la entrega de ayudas sociales.,nombres_propios,GPT-3.5_fewshot
Los jardineros podaron los árboles del parque para mantener su forma.,Se podaron los árboles del parque para mantener su forma.,omision,GPT-3.5_fewshot
Los minusválidos lucharon por sus derechos de accesibilidad.,Las personas con discapacidad lucharon por sus derechos de accesibilidad.,plurales,GPT-3.5_CaDi
El gerente pondrá a disposición del secretario los documentos que sean necesarios,La gerencia pondrá a disposición de secretaría los documentos que sean necesarios,dificultades_variadas,neutral_es
Los oligarcas poseían grandes riquezas y poder político.,La oligarquía poseía grandes riquezas y poder político.,plurales,GPT-3.5_CaDi
La vicepresidenta Rodríguez participó en la planificación estratégica de la empresa.,La vicepresidenta Rodríguez participó en la planificación estratégica de la empresa.,nombres_propios,GPT-3.5_fewshot
realizamos entrevistas con las encargadas de la preparación y puesta en marcha de los procedimientos,realizamos entrevistas con el personal responsable de la preparación y puesta en marcha de los procedimientos,dificultades_variadas,neutral_es
La plataforma virtual favorece la interacción entre las profesoras y las alumnas,La plataforma virtual favorece la interacción entre el profesorado y el alumnado,dificultades_variadas,neutral_es
El comité experto evaluó las propuestas con detenimiento.,El comité de personas expertas evaluó las propuestas con detenimiento.,plurales,GPT-3.5_CaDi
Los agrónomos estudian métodos para mejorar la producción agrícola.,Agrónomas y agrónomos estudian métodos para mejorar la producción agrícola.,plurales,GPT-3.5_CaDi
"La de Madrid organizada por los directores del departamento de finanzas , acontecerá el 14 de mayo","La de Madrid organizada por el equipo directivo del departamento de finanzas , acontecerá el 14 de mayo",dificultades_variadas,neutral_es
Los especialistas brindan conocimientos expertos en su campo.,El personal especialista brinda conocimientos expertos en su campo.,plurales,GPT-3.5_CaDi
Todos deben enviar su solicitud al Rectorado,Es necesario enviar su solicitud al Rectorado,dificultades_variadas,neutral_es
Desde temprana edad  Andrea es una analista financiero buenísima,Desde temprana edad  Andrea es una analista financiera buenísima,feminizar_profesiones,human_combinatory
Los coordinadores trabajaron en estrecha colaboración con el equipo de logística.,La coordinación trabajó en estrecha colaboración con el equipo de logística.,plural_neutro,GPT-3.5_fewshot
Los gimnastas demostraron su destreza en la competición.,Las y los gimnastas demostraron su destreza en la competición.,plurales,GPT-3.5_CaDi
Se debería proteger eficazmente a las trabajadoras del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,Se debería proteger eficazmente al personal del riesgo de contraer cáncer como consecuencia de la exposición a la radiación,dificultades_variadas,neutral_es
El gobernador implementó políticas de desarrollo económico,El gobierno implementó políticas de desarrollo económico,plural_neutro,GPT-3.5_fewshot
Los ciegos no pueden ver.,Las personas ciegas no pueden ver.,terminologia,GPT-3.5_fewshot
Los adalides lideran sus tropas con valentía en la batalla.,Las y los adalides lideran sus tropas con valentía en la batalla.,plurales,GPT-3.5_CaDi
Los participantes compitieron en el torneo de ajedrez.,Las personas participantes compitieron en el torneo de ajedrez.,plurales,GPT-3.5_CaDi
Los ministros Muhammad Khan y Wei Zhang anunciaron medidas para proteger el medio ambiente,Los ministros Muhammad Khan y Wei Zhang anunciaron medidas para proteger el medio ambiente,nombres_propios,GPT-3.5_fewshot
Los ingenieros diseñan puentes,El equipo de ingeniería diseña puentes,plural_complejo,GPT-3.5_fewshot
Los abogados presentarán el caso ante la corte.,La abogacía presentará el caso ante la corte.,plurales,GPT-3.5_fs_multiplication
Que no estén incluidos en la lista,Que no figuren en la lista,parafrasis,guía_CCGG
Estamos dedicados a mejorar la calidad de vida de nuestros ciudadanos.,Nos dedicamos a mejorar la calidad de vida de nuestros ciudadanos.,otros,GPT-3.5_fewshot
Los consejeros participaron en la toma de decisiones,La consejería participó en la toma de decisiones,plural_neutro,GPT-3.5_fewshot
Los psicólogos brindaron terapia a personas con problemas mentales.,La psicología brindó terapia a personas con problemas mentales.,plurales,GPT-3.5_CaDi
Los orfebres crearon joyas exquisitas con habilidad y destreza.,La orfebrería produjo joyas exquisitas con habilidad y destreza.,plurales,GPT-3.5_CaDi
Me gusta que alguien me lea algo,Me gusta que alguien me lea algo,no_cambia,neutral_es
Es importante brindar apoyo social y recursos educativos a los migrantes y sus familias para facilitar su adaptación al nuevo entorno.,Es importante brindar apoyo social y recursos educativos a la población migrante para facilitar su adaptación al nuevo entorno.,otros,GPT-3.5_fewshot
Los ministros Carlos López y Andrés Sánchez supervisaron la implementación de programas sociales,Los ministros Carlos López y Andrés Sánchez supervisaron la implementación de programas sociales,nombres_propios,GPT-3.5_fewshot
Cada uno de los asistentes podrá solicitar que se expida el certificado correspondiente,Cada asistente podrá solicitar que se expida el certificado correspondiente,dificultades_variadas,neutral_es
Es esencial que cada conductor respete los límites de velocidad en la carretera.,Es esencial que cada conductor o conductora respete los límites de velocidad en la carretera.,persona_generica,GPT-3.5_fewshot
Los músicos tocarán en el concierto de beneficencia,Habrá una actuación musical en el concierto de beneficencia,omision,GPT-3.5_fewshot
Los derechos del hombre,los derechos fundamentales,persona_generica,guia_ONU
"Sin embargo , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la interesada bajo ningún concepto","Sin embargo , la información exacta sobre lo que se le paga a una persona representante individual no debe revelarse sin autorización de la persona interesada bajo ningún concepto",dificultades_variadas,neutral_es
Los gitanos enfrentan discriminación y estigmatización en algunas comunidades.,El pueblo gitano enfrenta discriminación y estigmatización en algunas comunidades.,terminologia,GPT-3.5_fewshot
El derecho al voto fue ejercido por los ciudadanos.,El derecho al voto fue ejercido por la ciudadanía.,plural_neutro,GPT-3.5_fs_multiplication
